StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);ResponseTime1(P);ResponseTime1(C);ResponseTime1StDev(P);ResponseTime1StDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);GenericCounter1(P);GenericCounter1(C);GenericCounter2(P);GenericCounter2(C);GenericCounter3(P);GenericCounter3(C);GenericCounter4(P);GenericCounter4(C);GenericCounter5(P);GenericCounter5(C);
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:04:35:863	1372426475.863500;2013-06-28	19:05:35:863	1372426535.863500;00:01:00;08:31:00;25;25;25;0;0;1500;766500;766500;902;1499;765587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:034;00:00:36:062;00:00:00:149;00:00:35:922;00:00:36:034;00:00:36:062;00:00:00:149;00:00:35:921;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:05:35:863	1372426535.863500;2013-06-28	19:06:35:863	1372426595.863500;00:01:00;08:32:00;25;25;25;0;0;1500;768000;768000;900;1502;767089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:065;00:00:36:062;00:00:00:169;00:00:35:851;00:00:36:065;00:00:36:062;00:00:00:169;00:00:35:851;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:06:35:863	1372426595.863500;2013-06-28	19:07:35:863	1372426655.863500;00:01:00;08:33:00;25;25;25;0;0;1500;769500;769500;900;1500;768589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:037;00:00:36:062;00:00:00:151;00:00:35:781;00:00:36:037;00:00:36:062;00:00:00:151;00:00:35:781;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:07:35:863	1372426655.863500;2013-06-28	19:08:35:863	1372426715.863500;00:01:00;08:34:00;25;25;25;0;0;1500;771000;771000;903;1497;770086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:090;00:00:36:062;00:00:00:164;00:00:35:712;00:00:36:090;00:00:36:062;00:00:00:164;00:00:35:711;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:08:35:863	1372426715.863500;2013-06-28	19:09:35:863	1372426775.863500;00:01:00;08:35:00;25;25;25;0;0;1500;772500;772500;908;1495;771581;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:070;00:00:36:062;00:00:00:159;00:00:35:643;00:00:36:070;00:00:36:062;00:00:00:159;00:00:35:642;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:09:35:863	1372426775.863500;2013-06-28	19:10:35:863	1372426835.863500;00:01:00;08:36:00;25;25;25;0;0;1500;774000;774000;899;1509;773090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:057;00:00:36:062;00:00:00:156;00:00:36:004;00:00:36:057;00:00:36:062;00:00:00:156;00:00:36:004;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:10:35:863	1372426835.863500;2013-06-28	19:11:35:863	1372426895.863500;00:01:00;08:37:00;25;25;25;0;0;1500;775500;775500;901;1498;774588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:042;00:00:36:062;00:00:00:159;00:00:35:935;00:00:36:042;00:00:36:062;00:00:00:159;00:00:35:934;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:11:35:863	1372426895.863500;2013-06-28	19:12:35:863	1372426955.863500;00:01:00;08:38:00;25;25;25;0;0;1500;777000;777000;901;1500;776088;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:026;00:00:36:062;00:00:00:145;00:00:35:865;00:00:36:026;00:00:36:062;00:00:00:145;00:00:35:865;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:12:35:863	1372426955.863500;2013-06-28	19:13:35:863	1372427015.863500;00:01:00;08:39:00;25;25;25;0;0;1500;778500;778500;901;1500;777588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:063;00:00:36:062;00:00:00:159;00:00:35:796;00:00:36:063;00:00:36:062;00:00:00:159;00:00:35:795;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:13:35:863	1372427015.863500;2013-06-28	19:14:35:863	1372427075.863500;00:01:00;08:40:00;25;25;25;0;0;1500;780000;780000;900;1501;779089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:045;00:00:36:062;00:00:00:157;00:00:35:727;00:00:36:045;00:00:36:062;00:00:00:157;00:00:35:726;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:14:35:863	1372427075.863500;2013-06-28	19:15:35:863	1372427135.863500;00:01:00;08:41:00;25;25;25;0;0;1500;781500;781500;897;1503;780592;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:018;00:00:36:062;00:00:00:146;00:00:35:658;00:00:36:018;00:00:36:062;00:00:00:146;00:00:35:658;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:15:35:863	1372427135.863500;2013-06-28	19:16:35:863	1372427195.863500;00:01:00;08:42:00;25;25;25;0;0;1500;783000;783000;900;1497;782089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:065;00:00:36:062;00:00:00:161;00:00:36:011;00:00:36:065;00:00:36:062;00:00:00:161;00:00:36:011;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:16:35:863	1372427195.863500;2013-06-28	19:17:35:863	1372427255.863500;00:01:00;08:43:00;25;25;25;0;0;1500;784500;784500;904;1496;783585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:060;00:00:36:062;00:00:00:153;00:00:35:942;00:00:36:060;00:00:36:062;00:00:00:153;00:00:35:942;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:17:35:863	1372427255.863500;2013-06-28	19:18:35:863	1372427315.863500;00:01:00;08:44:00;25;25;25;0;0;1500;786000;786000;900;1504;785089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:050;00:00:36:062;00:00:00:160;00:00:35:874;00:00:36:050;00:00:36:062;00:00:00:160;00:00:35:873;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:18:35:863	1372427315.863500;2013-06-28	19:19:35:863	1372427375.863500;00:01:00;08:45:00;25;25;25;0;0;1500;787500;787500;900;1500;786589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:046;00:00:36:062;00:00:00:155;00:00:35:805;00:00:36:046;00:00:36:062;00:00:00:155;00:00:35:805;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:19:35:863	1372427375.863500;2013-06-28	19:20:35:863	1372427435.863500;00:01:00;08:46:00;25;25;25;0;0;1500;789000;789000;900;1500;788089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:057;00:00:36:062;00:00:00:153;00:00:35:737;00:00:36:057;00:00:36:062;00:00:00:153;00:00:35:736;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:20:35:863	1372427435.863500;2013-06-28	19:21:35:863	1372427495.863500;00:01:00;08:47:00;25;25;25;0;0;1500;790500;790500;902;1498;789587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:051;00:00:36:062;00:00:00:149;00:00:35:669;00:00:36:051;00:00:36:062;00:00:00:149;00:00:35:669;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:21:35:863	1372427495.863500;2013-06-28	19:22:35:863	1372427555.863500;00:01:00;08:48:00;25;25;25;0;0;1500;792000;792000;902;1500;791087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:065;00:00:36:062;00:00:00:162;00:00:36:013;00:00:36:065;00:00:36:062;00:00:00:162;00:00:36:013;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:22:35:863	1372427555.863500;2013-06-28	19:23:35:863	1372427615.863500;00:01:00;08:49:00;25;25;25;0;0;1500;793500;793500;900;1502;792589;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:058;00:00:36:062;00:00:00:154;00:00:35:945;00:00:36:058;00:00:36:062;00:00:00:154;00:00:35:944;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:23:35:863	1372427615.863500;2013-06-28	19:24:35:863	1372427675.863500;00:01:00;08:50:00;25;25;25;0;0;1500;795000;795000;900;1500;794089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:075;00:00:36:062;00:00:00:149;00:00:35:877;00:00:36:075;00:00:36:062;00:00:00:149;00:00:35:876;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:24:35:863	1372427675.863500;2013-06-28	19:25:35:863	1372427735.863500;00:01:00;08:51:00;25;25;25;0;0;1500;796500;796500;906;1494;795583;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:093;00:00:36:062;00:00:00:158;00:00:35:810;00:00:36:093;00:00:36:062;00:00:00:158;00:00:35:809;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:25:35:863	1372427735.863500;2013-06-28	19:26:35:863	1372427795.863500;00:01:00;08:52:00;25;25;25;0;0;1500;798000;798000;903;1503;797086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:078;00:00:36:062;00:00:00:160;00:00:35:742;00:00:36:078;00:00:36:062;00:00:00:160;00:00:35:742;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:26:35:863	1372427795.863500;2013-06-28	19:27:35:863	1372427855.863500;00:01:00;08:53:00;25;25;25;0;0;1500;799500;799500;901;1502;798588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:061;00:00:36:062;00:00:00:154;00:00:35:675;00:00:36:061;00:00:36:062;00:00:00:154;00:00:35:674;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:27:35:863	1372427855.863500;2013-06-28	19:28:35:863	1372427915.863500;00:01:00;08:54:00;25;25;25;0;0;1500;801000;801000;903;1498;800086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:061;00:00:36:062;00:00:00:163;00:00:36:010;00:00:36:061;00:00:36:062;00:00:00:163;00:00:36:010;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:28:35:863	1372427915.863500;2013-06-28	19:29:35:863	1372427975.863500;00:01:00;08:55:00;25;25;25;0;0;1500;802500;802500;901;1502;801588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:063;00:00:36:062;00:00:00:158;00:00:35:943;00:00:36:063;00:00:36:062;00:00:00:158;00:00:35:942;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:29:35:863	1372427975.863500;2013-06-28	19:30:35:863	1372428035.863500;00:01:00;08:56:00;25;25;25;0;0;1500;804000;804000;902;1499;803087;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:059;00:00:36:062;00:00:00:164;00:00:35:876;00:00:36:059;00:00:36:062;00:00:00:164;00:00:35:875;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:30:35:863	1372428035.863500;2013-06-28	19:31:35:863	1372428095.863500;00:01:00;08:57:00;25;25;25;0;0;1500;805500;805500;903;1499;804586;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:042;00:00:36:062;00:00:00:154;00:00:35:809;00:00:36:042;00:00:36:062;00:00:00:154;00:00:35:809;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:31:35:863	1372428095.863500;2013-06-28	19:32:35:863	1372428155.863500;00:01:00;08:58:00;25;25;25;0;0;1500;807000;807000;899;1504;806090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:027;00:00:36:062;00:00:00:151;00:00:35:742;00:00:36:027;00:00:36:062;00:00:00:151;00:00:35:742;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:32:35:863	1372428155.863500;2013-06-28	19:33:35:863	1372428215.863500;00:01:00;08:59:00;25;25;25;0;0;1500;808500;808500;904;1495;807585;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:051;00:00:36:062;00:00:00:165;00:00:35:676;00:00:36:051;00:00:36:062;00:00:00:165;00:00:35:676;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:33:35:863	1372428215.863500;2013-06-28	19:34:35:863	1372428275.863500;00:01:00;09:00:00;25;25;25;0;0;1500;810000;810000;900;1504;809089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:061;00:00:36:062;00:00:00:170;00:00:36:003;00:00:36:061;00:00:36:062;00:00:00:170;00:00:36:003;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:34:35:863	1372428275.863500;2013-06-28	19:35:35:863	1372428335.863500;00:01:00;09:01:00;25;25;25;0;0;1500;811500;811500;899;1501;810590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:042;00:00:36:062;00:00:00:159;00:00:35:937;00:00:36:042;00:00:36:062;00:00:00:159;00:00:35:936;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:35:35:863	1372428335.863500;2013-06-28	19:36:35:863	1372428395.863500;00:01:00;09:02:00;25;25;25;0;0;1500;813000;813000;904;1495;812085;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:075;00:00:36:062;00:00:00:159;00:00:35:870;00:00:36:075;00:00:36:062;00:00:00:159;00:00:35:870;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:36:35:863	1372428395.863500;2013-06-28	19:37:35:863	1372428455.863500;00:01:00;09:03:00;25;25;25;0;0;1500;814500;814500;902;1502;813587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:057;00:00:36:062;00:00:00:162;00:00:35:804;00:00:36:057;00:00:36:062;00:00:00:162;00:00:35:804;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:37:35:863	1372428455.863500;2013-06-28	19:38:35:863	1372428515.863500;00:01:00;09:04:00;25;25;25;0;0;1500;816000;816000;900;1502;815089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:071;00:00:36:062;00:00:00:177;00:00:35:738;00:00:36:071;00:00:36:062;00:00:00:177;00:00:35:738;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:38:35:863	1372428515.863500;2013-06-28	19:39:35:863	1372428575.863500;00:01:00;09:05:00;25;25;25;0;0;1500;817500;817500;902;1498;816587;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:047;00:00:36:062;00:00:00:159;00:00:36:058;00:00:36:047;00:00:36:062;00:00:00:159;00:00:36:058;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:39:35:863	1372428575.863500;2013-06-28	19:40:35:863	1372428635.863500;00:01:00;09:06:00;25;25;25;0;0;1500;819000;819000;900;1502;818089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:048;00:00:36:062;00:00:00:153;00:00:35:992;00:00:36:048;00:00:36:062;00:00:00:153;00:00:35:992;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:40:35:863	1372428635.863500;2013-06-28	19:41:35:863	1372428695.863500;00:01:00;09:07:00;25;25;25;0;0;1500;820500;820500;906;1494;819583;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:035;00:00:36:062;00:00:00:142;00:00:35:926;00:00:36:035;00:00:36:062;00:00:00:142;00:00:35:926;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:41:35:863	1372428695.863500;2013-06-28	19:42:35:863	1372428755.863500;00:01:00;09:08:00;25;25;25;0;0;1500;822000;822000;898;1508;821091;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:031;00:00:36:062;00:00:00:145;00:00:35:860;00:00:36:031;00:00:36:062;00:00:00:145;00:00:35:860;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:42:35:863	1372428755.863500;2013-06-28	19:43:35:863	1372428815.863500;00:01:00;09:09:00;25;25;25;0;0;1500;823500;823500;899;1499;822590;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:055;00:00:36:062;00:00:00:158;00:00:35:795;00:00:36:055;00:00:36:062;00:00:00:158;00:00:35:795;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:43:35:863	1372428815.863500;2013-06-28	19:44:35:863	1372428875.863500;00:01:00;09:10:00;25;25;25;0;0;1500;825000;825000;898;1501;824091;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:020;00:00:36:062;00:00:00:152;00:00:35:730;00:00:36:020;00:00:36:061;00:00:00:152;00:00:35:729;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:44:35:863	1372428875.863500;2013-06-28	19:45:35:863	1372428935.863500;00:01:00;09:11:00;25;25;25;0;0;1500;826500;826500;907;1491;825582;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:024;00:00:36:061;00:00:00:158;00:00:36:043;00:00:36:024;00:00:36:061;00:00:00:158;00:00:36:042;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:45:35:863	1372428935.863500;2013-06-28	19:46:35:863	1372428995.863500;00:01:00;09:12:00;25;25;25;0;0;1500;828000;828000;899;1508;827090;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:046;00:00:36:061;00:00:00:159;00:00:35:977;00:00:36:046;00:00:36:061;00:00:00:159;00:00:35:977;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:46:35:863	1372428995.863500;2013-06-28	19:47:35:863	1372429055.863500;00:01:00;09:13:00;25;25;25;0;0;1500;829500;829500;901;1498;828588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:023;00:00:36:061;00:00:00:145;00:00:35:912;00:00:36:023;00:00:36:061;00:00:00:145;00:00:35:912;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:47:35:863	1372429055.863500;2013-06-28	19:48:35:863	1372429115.863500;00:01:00;09:14:00;25;25;25;0;0;1500;831000;831000;900;1501;830089;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:049;00:00:36:061;00:00:00:160;00:00:35:847;00:00:36:049;00:00:36:061;00:00:00:160;00:00:35:847;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:48:35:863	1372429115.863500;2013-06-28	19:49:35:863	1372429175.863500;00:01:00;09:15:00;25;25;25;0;0;1500;832500;832500;901;1499;831588;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:073;00:00:36:061;00:00:00:170;00:00:35:783;00:00:36:073;00:00:36:061;00:00:00:170;00:00:35:782;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:49:35:863	1372429175.863500;2013-06-28	19:50:35:863	1372429235.863500;00:01:00;09:16:00;25;25;25;0;0;1500;834000;834000;903;1498;833086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:066;00:00:36:061;00:00:00:159;00:00:35:718;00:00:36:066;00:00:36:061;00:00:00:159;00:00:35:718;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:50:35:863	1372429235.863500;2013-06-28	19:51:35:865	1372429295.865500;00:01:00;09:17:00;25;24.9992;25;0;0;1500;835500;835500;903;1500;834586;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:067;00:00:36:061;00:00:00:168;00:00:36:023;00:00:36:067;00:00:36:061;00:00:00:168;00:00:36:023;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:51:35:865	1372429295.865500;2013-06-28	19:52:35:865	1372429355.865500;00:01:00;09:18:00;25;25;25;0;0;1500;837000;837000;898;1505;836091;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:068;00:00:36:061;00:00:00:157;00:00:35:959;00:00:36:068;00:00:36:061;00:00:00:157;00:00:35:958;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:52:35:865	1372429355.865500;2013-06-28	19:53:35:865	1372429415.865500;00:01:00;09:19:00;25;25;25;0;0;1500;838500;838500;906;1492;837583;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:066;00:00:36:061;00:00:00:155;00:00:35:895;00:00:36:066;00:00:36:061;00:00:00:155;00:00:35:894;0;0;0;0;0;0;0;0;0;0;
2013-06-28	10:34:35:812	1372395875.812500;2013-06-28	19:53:35:865	1372429415.865500;2013-06-28	19:54:35:865	1372429475.865500;00:01:00;09:20:00;25;25;25;0;0;1500;840000;840000;903;1503;839086;0;11;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;00:00:36:050;00:00:36:061;00:00:00:158;00:00:35:830;00:00:36:050;00:00:36:061;00:00:00:158;00:00:35:830;0;0;0;0;0;0;0;0;0;0;
